date,subject,price,condition_name,subarea_name,adview_url
2024-08-27 15:05:20,iPhone 13 Pro Max BLK 256GB with BOX,2850,Second-hand (Used),Kajang,https://www.mudah.my/iphone-13-pro-max-blk-256gb-with-box-108011043.htm
2024-08-27 15:05:07,iPhone 13 pro max,3145,Second-hand (Used),Subang Jaya,https://www.mudah.my/iphone-13-pro-max-108011401.htm
2024-08-27 15:04:46,Iphone 13 Pro Max 512GB,2900,Second-hand (Used),Shah Alam,https://www.mudah.my/iphone-13-pro-max-512gb-108007351.htm
2024-08-27 15:03:45,iPhone 13 Pro Max,2800,Second-hand (Used),Salak Tinggi,https://www.mudah.my/iphone-13-pro-max-108005691.htm
2024-08-27 14:05:10,iphone 13 pro max 128gb,2200,Second-hand (Used),Damansara Damai,https://www.mudah.my/iphone-13-pro-max-128gb-108058818.htm
2024-08-27 14:01:16,"iPhone 13 Pro Max, 128gb, perfect condition",2600,Second-hand (Used),Bukit Jalil,https://www.mudah.my/iphone-13-pro-max-128gb-perfect-condition-108058761.htm
2024-08-27 12:20:28,IPhone 13 Pro 256GB Original Used Grade A,2449,Second-hand (Used),Sri Petaling,https://www.mudah.my/iphone-13-pro-256gb-original-used-grade-a-106262435.htm
2024-08-27 11:01:48,Apple iPhone 13 Pro 512GB - Original Apple Grade A,2400,Second-hand (Used),KL City,https://www.mudah.my/apple-iphone-13-pro-512gb-original-apple-grade-a-106838384.htm
2024-08-27 09:45:17,iphone 13 pro max 512gb,2950,Second-hand (Used),Merbok,https://www.mudah.my/iphone-13-pro-max-512gb-108054494.htm
2024-08-27 08:28:11,I phone 13 pro max,20,New,Cyberjaya,https://www.mudah.my/i-phone-13-pro-max-108053206.htm
2024-08-26 19:44:42,Iphone 13 Pro max 256gb,2599,Second-hand (Used),Kota Marudu,https://www.mudah.my/iphone-13-pro-max-256gb-108050780.htm
2024-08-26 19:44:02,Iphone 13 Pro 128gb,2250,Second-hand (Used),Cheras,https://www.mudah.my/iphone-13-pro-128gb-108050772.htm
2024-08-26 19:43:15,Iphone 13 Pro Max 256GB,3150,Second-hand (Used),Butterworth,https://www.mudah.my/iphone-13-pro-max-256gb-108050756.htm
2024-08-26 18:10:01,TRADE IN WELCOME - IPHONE 13 PRO MAX 256Gb,2799,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-max-256gb-108048936.htm
2024-08-26 18:10:01,TRADE IN WELCOME - IPHONE 13 PRO MAX 128Gb,2599,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-max-128gb-108048934.htm
2024-08-26 17:25:01,TRADE IN WELCOME - IPHONE 13 PRO 128Gb,2199,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-128gb-108048033.htm
2024-08-26 15:41:33,Iphone 13 Pro 256gbb Sierra Bluee,2440,Second-hand (Used),Gombak,https://www.mudah.my/iphone-13-pro-256gbb-sierra-bluee-108046323.htm
2024-08-26 15:38:21,iphone 13 pro max ,3050,Second-hand (Used),Kuching,https://www.mudah.my/iphone-13-pro-max-108046254.htm
2024-08-26 15:06:54,iphone 13 pro 256gb,2600,Second-hand (Used),Temerloh,https://www.mudah.my/iphone-13-pro-256gb-107996513.htm
2024-08-26 15:06:41,Iphone 13 pro max,2850,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13-pro-max-107999734.htm
2024-08-26 15:06:29,iPhone 13 Pro 256GB (HK),2500,Second-hand (Used),Bangsar,https://www.mudah.my/iphone-13-pro-256gb-hk-107999518.htm
2024-08-26 15:05:44,Iphone 13 pro,2400,Second-hand (Used),Kota Marudu,https://www.mudah.my/iphone-13-pro-107993768.htm
2024-08-26 15:05:16,iphone 13 pro mex,2900,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-13-pro-mex-107993561.htm
2024-08-26 15:05:11,Iphone 13 Pro Max Sierra Blue 512GB,3000,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-max-sierra-blue-512gb-107993010.htm
2024-08-26 15:05:02,Iphone 13 Pro (ZP SET) 256GB,2499,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-zp-set-256gb-107992557.htm
2024-08-26 15:04:16,Iphone 13pro 128gb,2100,Second-hand (Used),Pekan,https://www.mudah.my/iphone-13pro-128gb-107992324.htm
2024-08-26 15:03:22,Iphone 13 Pro Max 128 GB,2599,Second-hand (Used),Sungai Buloh,https://www.mudah.my/iphone-13-pro-max-128-gb-107992230.htm
2024-08-26 14:35:18,Iphone 13 pro,1700,Second-hand (Used),Others,https://www.mudah.my/iphone-13-pro-108045009.htm
2024-08-26 14:34:43,iPhone 13 Pro Max,3099,Second-hand (Used),Kajang,https://www.mudah.my/iphone-13-pro-max-108044994.htm
2024-08-26 13:55:01,Iphone 13 pro 256GB,2499,Second-hand (Used),Klebang,https://www.mudah.my/iphone-13-pro-256gb-108044097.htm
2024-08-26 11:27:41,Iphone 13 pro max 128gb,2250,Second-hand (Used),Puchong,https://www.mudah.my/iphone-13-pro-max-128gb-108041429.htm
2024-08-26 11:26:52,iPhone 13 Pro 256GB Like NEW ZP,2400,Second-hand (Used),Ampang,https://www.mudah.my/iphone-13-pro-256gb-like-new-zp-108041401.htm
2024-08-26 09:38:41,Iphone 13 pro max 256gb,2700,Second-hand (Used),Wangsa Maju,https://www.mudah.my/iphone-13-pro-max-256gb-108039905.htm
2024-08-26 07:58:42,Iphone 13 Pro Max 512GB,2250,Second-hand (Used),Johor Bahru,https://www.mudah.my/iphone-13-pro-max-512gb-108038842.htm
2024-08-25 15:08:27,iPhone 13 Pro Max 128,2599,Second-hand (Used),Gombak,https://www.mudah.my/iphone-13-pro-max-128-107989718.htm
2024-08-25 15:08:02,Apple Iphone 13 Pro Max ,2700,Second-hand (Used),Ipoh,https://www.mudah.my/apple-iphone-13-pro-max-107990189.htm
2024-08-25 15:07:35,Iphone 13 pro max,2300,Second-hand (Used),Puchong,https://www.mudah.my/iphone-13-pro-max-107983804.htm
2024-08-25 15:07:13,iPhone 13 Pro Max,2990,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13-pro-max-107981892.htm
2024-08-25 15:04:30,iPhone 13 Pro Max Sierra Blue,2850,Second-hand (Used),Puchong,https://www.mudah.my/iphone-13-pro-max-sierra-blue-107834798.htm
2024-08-25 13:30:16,Sell Phone IPhone 13 pro max,3500,Second-hand (Used),Sandakan,https://www.mudah.my/sell-phone-iphone-13-pro-max-108033305.htm
2024-08-25 12:50:31,iPhone 13 Pro Max 256gb,2850,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-max-256gb-107183841.htm
2024-08-24 16:43:24,iPhone 13 Pro 128GB,2250,Second-hand (Used),Others,https://www.mudah.my/iphone-13-pro-128gb-108026049.htm
2024-08-24 15:08:36,iphone 13 pro 128gb,2099,Second-hand (Used),Lumut,https://www.mudah.my/iphone-13-pro-128gb-107975670.htm
2024-08-24 15:08:35,Iphone 13 Pro Max 256gb,3000,Second-hand (Used),Pekan Nanas,https://www.mudah.my/iphone-13-pro-max-256gb-107976118.htm
2024-08-24 15:06:40,iPhone 13 Pro Max,2750,Second-hand (Used),Tawau,https://www.mudah.my/iphone-13-pro-max-107966619.htm
2024-08-24 15:06:07,iPhone 13 Pro Max,1900,Second-hand (Used),City Centre,https://www.mudah.my/iphone-13-pro-max-107964352.htm
2024-08-24 15:05:28,Iphone 13 Pro Max 256GB Putih,2760,Second-hand (Used),Bayan Lepas,https://www.mudah.my/iphone-13-pro-max-256gb-putih-107965098.htm
2024-08-23 23:58:15,iphone 13 pro max 256gb original,2680,Second-hand (Used),Seremban,https://www.mudah.my/iphone-13-pro-max-256gb-original-107970539.htm
2024-08-23 21:01:56,Iphone 13 pro max 256gb,2880,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13-pro-max-256gb-107760953.htm
2024-08-23 18:50:26,Iphone 13 Pro Promax Used | Trade In Welcome,2350,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13-pro-promax-used-trade-in-welcome-105605326.htm
2024-08-23 15:05:26,Iphone 13Pro Max,3199,Second-hand (Used),Klang,https://www.mudah.my/iphone-13pro-max-107954058.htm
2024-08-23 15:05:13,IPhone 13 Pro Sierra Blue 128Gb ,2370,Second-hand (Used),Batu Berendam,https://www.mudah.my/iphone-13-pro-sierra-blue-128gb-107956001.htm
2024-08-23 15:04:38,Iphone 13 Pro 128 gb to let go,2200,Second-hand (Used),Puchong,https://www.mudah.my/iphone-13-pro-128-gb-to-let-go-107954377.htm
2024-08-23 15:03:20,iphone 11 & 13 pro,2990,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-11-13-pro-107949882.htm
2024-08-23 15:02:14,iPhone 13 Pro 256gb,2450,Second-hand (Used),Cyberjaya,https://www.mudah.my/iphone-13-pro-256gb-107730929.htm
2024-08-23 15:01:31,iPhone 13 Pro  256gb,2888,Second-hand (Used),Bayan Lepas,https://www.mudah.my/iphone-13-pro-256gb-107874756.htm
2024-08-23 12:12:43,Iphone 13 pro 256gb,2400,Second-hand (Used),Gua Musang,https://www.mudah.my/iphone-13-pro-256gb-108009848.htm
2024-08-23 11:40:15,Iphone 13 pro,2500,Second-hand (Used),Gua Musang,https://www.mudah.my/iphone-13-pro-108009289.htm
2024-08-22 17:50:01,IPHONE 13 PRO 256GB Termurah di Kelantan,2550,Second-hand (Used),Kubang Kerian,https://www.mudah.my/iphone-13-pro-256gb-termurah-di-kelantan-108001908.htm
2024-08-22 17:50:01,IPHONE 13 PRO 512GB Termurah di KELANTAN,2650,Second-hand (Used),Kubang Kerian,https://www.mudah.my/iphone-13-pro-512gb-termurah-di-kelantan-108001907.htm
2024-08-22 15:45:01,Iphone 13pro max 512gb,2899,Second-hand (Used),Klebang,https://www.mudah.my/iphone-13pro-max-512gb-107999530.htm
2024-08-22 15:05:19,Full Box iPhone 13 Pro Max,2599,Second-hand (Used),Tuaran,https://www.mudah.my/full-box-iphone-13-pro-max-107943363.htm
2024-08-22 14:23:10,Iphone 13pro max 128gb,2599,Second-hand (Used),Puchong,https://www.mudah.my/iphone-13pro-max-128gb-107997885.htm
2024-08-22 10:21:54,Apple Iphone 13 Pro (Gold),2850,Second-hand (Used),Taiping,https://www.mudah.my/apple-iphone-13-pro-gold-107993500.htm
2024-08-21 15:08:11,Iphone 13 pro max,3000,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13-pro-max-107939150.htm
2024-08-21 15:07:27,iPhone 13 Pro (Gold),2200,Second-hand (Used),Tanjung Malim,https://www.mudah.my/iphone-13-pro-gold-107940727.htm
2024-08-21 15:07:16,Iphone 13pro max-256g,2799,Second-hand (Used),Bagan Ajam,https://www.mudah.my/iphone-13pro-max-256g-107938176.htm
2024-08-21 15:06:27,iphone 13pro 128gb gray colors ,2099,Second-hand (Used),Bukit Bintang,https://www.mudah.my/iphone-13pro-128gb-gray-colors-107937550.htm
2024-08-21 15:06:19,iphone 13 pro max,2750,Second-hand (Used),Pasir Gudang,https://www.mudah.my/iphone-13-pro-max-107934598.htm
2024-08-21 15:06:05,Iphone 13 Pro Max(256GB),3100,Second-hand (Used),Alor Setar,https://www.mudah.my/iphone-13-pro-max-256gb-107796927.htm
2024-08-21 15:05:33,I Phone 13 Pro Max 128GM,2400,Second-hand (Used),Seremban,https://www.mudah.my/i-phone-13-pro-max-128gm-107934215.htm
2024-08-21 15:03:45,iphone 13 pro 128 gb murah,2300,Second-hand (Used),Cheras,https://www.mudah.my/iphone-13-pro-128-gb-murah-107931281.htm
2024-08-21 12:22:01,IPhone 13 Pro 256GB Original Used OFFER PRICE,2188,Second-hand (Used),Sri Petaling,https://www.mudah.my/iphone-13-pro-256gb-original-used-offer-price-107123296.htm
2024-08-21 11:25:20,Apple iPhone 13 Pro Max 128GB,2500,Second-hand (Used),Cyberjaya,https://www.mudah.my/apple-iphone-13-pro-max-128gb-107981459.htm
2024-08-20 16:29:27,Iphone 13 Pro Max 256gb,2850,Second-hand (Used),Kuantan,https://www.mudah.my/iphone-13-pro-max-256gb-107972415.htm
2024-08-20 15:07:52,iPhone 13 Pro Max 128GB,2200,Second-hand (Used),Langkawi,https://www.mudah.my/iphone-13-pro-max-128gb-107927020.htm
2024-08-20 15:06:58,iphone 13 pro max,2500,Second-hand (Used),Gelang Patah,https://www.mudah.my/iphone-13-pro-max-107926165.htm
2024-08-20 15:06:44,IPHONE 13Pro 256Gb,2359,Second-hand (Used),Others,https://www.mudah.my/iphone-13pro-256gb-107921355.htm
2024-08-20 15:06:30,IPHONE 13 PRO MAX 256GB good,2800,Second-hand (Used),Bandar Tasik Selatan,https://www.mudah.my/iphone-13-pro-max-256gb-good-107923944.htm
2024-08-20 15:06:24,iphone 13 pro max,3699,Second-hand (Used),Petaling Jaya,https://www.mudah.my/iphone-13-pro-max-107918863.htm
2024-08-20 15:02:34,Apple iPhone 13 Pro Max 256GB (Like New),2999,Second-hand (Used),Seremban,https://www.mudah.my/apple-iphone-13-pro-max-256gb-like-new-107970805.htm
2024-08-20 15:01:55,Iphone 13 Pro Max (Alpine Green),2590,Second-hand (Used),Seri Kembangan,https://www.mudah.my/iphone-13-pro-max-alpine-green-107832673.htm
2024-08-20 03:34:05,iPhone 13 Pro Max 128GB,3500,Second-hand (Used),Batu Caves,https://www.mudah.my/iphone-13-pro-max-128gb-107963639.htm
2024-08-19 19:40:31,TRADE IN WELCOME - IPHONE 13 PRO MAX 1Tb,3299,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-max-1tb-106277814.htm
2024-08-19 19:40:26,TRADE IN WELCOME - IPHONE 13 PRO 128Gb,2399,Second-hand (Used),Johor Bahru,https://www.mudah.my/trade-in-welcome-iphone-13-pro-128gb-106277816.htm
2024-08-19 15:09:05,iPhone 13 Pro Max 256gb silver,2899,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-13-pro-max-256gb-silver-107914739.htm
2024-08-19 15:08:30,iPhone 13pro max 256g silver,2899,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-13pro-max-256g-silver-107914839.htm
2024-08-19 15:07:58,Apple iPhone 13 Pro Max 128GB Graphite RhinoShield,2599,Second-hand (Used),Kangar,https://www.mudah.my/apple-iphone-13-pro-max-128gb-graphite-rhinoshield-107912173.htm
2024-08-19 15:05:57,iPhone 13 pro max,2500,Second-hand (Used),Johor Bahru,https://www.mudah.my/iphone-13-pro-max-107905180.htm
2024-08-19 15:05:30,Iphone 13 Pro (512),2950,Second-hand (Used),Kemaman,https://www.mudah.my/iphone-13-pro-512-107275455.htm
2024-08-19 15:04:57,IPhone 13 Pro Max 256gb,3199,Second-hand (Used),Klang,https://www.mudah.my/iphone-13-pro-max-256gb-107904456.htm
2024-08-19 15:02:26,Iphone 13 Pro 256GB,2400,Second-hand (Used),Kuala Selangor,https://www.mudah.my/iphone-13-pro-256gb-107904767.htm
2024-08-18 15:05:48,Iphone 13 Pro Max 128gb,2650,Second-hand (Used),Johor Bahru,https://www.mudah.my/iphone-13-pro-max-128gb-107893439.htm
2024-08-18 15:05:22,iphone 13 pro max 1tb green,2999,Second-hand (Used),Jitra,https://www.mudah.my/iphone-13-pro-max-1tb-green-107892874.htm
2024-08-18 15:04:23,iphone 13 pro max 256gb,2050,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13-pro-max-256gb-107891800.htm
2024-08-18 15:03:20,Iphone 13 Pro 128GB,2099,Second-hand (Used),Alor Setar,https://www.mudah.my/iphone-13-pro-128gb-107890115.htm
2024-08-18 12:56:07,Iphone 13 Pro Max,2900,Second-hand (Used),Kuantan,https://www.mudah.my/iphone-13-pro-max-107944910.htm
2024-08-17 22:05:08,iphone 13 pro max 512gb,2999,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13-pro-max-512gb-107508700.htm
2024-08-17 17:51:19,iphone 13pro max,2400,Second-hand (Used),Sungai Besi,https://www.mudah.my/iphone-13pro-max-107938717.htm
2024-08-17 15:07:48,iPhone 13 Pro Max 256g,2750,Second-hand (Used),Kluang,https://www.mudah.my/iphone-13-pro-max-256g-107881289.htm
2024-08-17 15:07:28,Iphone 13 Pro 256Gb🔥,2600,Second-hand (Used),Bayan Lepas,https://www.mudah.my/iphone-13-pro-256gb-107880154.htm
2024-08-17 15:07:11,Iphone 13 Pro Max 256GB ,2900,Second-hand (Used),Old Klang Road,https://www.mudah.my/iphone-13-pro-max-256gb-107874928.htm
2024-08-17 15:03:48,iphone 13PRO MAX,2780,Second-hand (Used),Klang,https://www.mudah.my/iphone-13pro-max-107810732.htm
2024-08-17 15:01:35,iphone 13 pro max 512,3250,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-max-512-107767855.htm
2024-08-17 14:29:34,iphone 13 pro green,2399,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-green-107935900.htm
2024-08-17 13:26:13,Iphone 13 Pro max 256Gb white,2500,Second-hand (Used),Ayer Keroh,https://www.mudah.my/iphone-13-pro-max-256gb-white-107935146.htm
2024-08-17 09:54:03,iphone 13 pro max 256gb,2700,Second-hand (Used),City Centre,https://www.mudah.my/iphone-13-pro-max-256gb-107931733.htm
2024-08-16 15:19:19,iPhone 13pro,2250,Second-hand (Used),Desa Pandan,https://www.mudah.my/iphone-13pro-107924247.htm
2024-08-16 15:07:39,Iphone 13pro max,2600,Second-hand (Used),Sungai Besi,https://www.mudah.my/iphone-13pro-max-107866293.htm
2024-08-16 15:07:27,Iphone 13 Pro 256GB,2250,Second-hand (Used),Muadzam Shah,https://www.mudah.my/iphone-13-pro-256gb-107861283.htm
2024-08-16 15:06:37,Iphone 13 pro 256GB,2250,Second-hand (Used),Ampang,https://www.mudah.my/iphone-13-pro-256gb-107860499.htm
2024-08-16 15:03:28,Iphone 13Pro (256GB),2300,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13pro-256gb-107805727.htm
2024-08-15 19:29:46,iPhone 13pro max 256gb silver,2899,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-13pro-max-256gb-silver-107914721.htm
2024-08-15 15:08:16,IPhone 13 pro 256GB,2650,Second-hand (Used),Kamunting,https://www.mudah.my/iphone-13-pro-256gb-107855262.htm
2024-08-15 14:45:20,i phone 13 pro max 256,2999,Second-hand (Used),Tanjong Tokong,https://www.mudah.my/i-phone-13-pro-max-256-107909510.htm
2024-08-15 09:43:03,iPhone 13pro,2300,Second-hand (Used),Bangsar,https://www.mudah.my/iphone-13pro-107904239.htm
2024-08-14 15:08:03,I-Phone 13pro 512 g,2700,Second-hand (Used),Johor Bahru,https://www.mudah.my/i-phone-13pro-512-g-107848628.htm
2024-08-14 15:06:46,Iphone 13 pro,2300,Second-hand (Used),Bagan Serai,https://www.mudah.my/iphone-13-pro-107845453.htm
2024-08-14 15:06:00,IPHONE 13 Pro Max,2599,Second-hand (Used),Cheras,https://www.mudah.my/iphone-13-pro-max-107841559.htm
2024-08-14 14:45:01,Iphone 13pro max Second Ready stok,2600,Second-hand (Used),Alor Setar,https://www.mudah.my/iphone-13pro-max-second-ready-stok-107895622.htm
2024-08-13 21:30:02,iPhone 13 Pro Blue,2260,Second-hand (Used),Lunas,https://www.mudah.my/iphone-13-pro-blue-107886758.htm
2024-08-13 21:09:22,iPhone 13 Pro Max 256GB Gold,3000,Second-hand (Used),Nibong Tebal,https://www.mudah.my/iphone-13-pro-max-256gb-gold-107886690.htm
2024-08-13 15:06:11,Iphone 13 Pro Max ,2800,Second-hand (Used),Petaling Jaya,https://www.mudah.my/iphone-13-pro-max-107832127.htm
2024-08-13 15:04:30,Iphone 13pro,1970,Second-hand (Used),Temerloh,https://www.mudah.my/iphone-13pro-107824478.htm
2024-08-13 15:04:20,iphone 13 pro max,3199,Second-hand (Used),Batu Pahat,https://www.mudah.my/iphone-13-pro-max-107762657.htm
2024-08-13 15:04:08,Iphone 13pro secondhand,1970,Second-hand (Used),Temerloh,https://www.mudah.my/iphone-13pro-secondhand-107824346.htm
2024-08-13 15:02:48,Iphone 13 pro ,1970,Second-hand (Used),Temerloh,https://www.mudah.my/iphone-13-pro-107824471.htm
2024-08-13 15:02:26,iPhone 13 Pro Max,2800,Second-hand (Used),Segambut,https://www.mudah.my/iphone-13-pro-max-107590548.htm
2024-08-13 15:01:44,iphone 13 pro max 128gb,2950,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-max-128gb-107881738.htm
2024-08-13 12:44:11,IPhone 13 Pro 128GB （Used）,2300,Second-hand (Used),Tanjung Bungah,https://www.mudah.my/iphone-13-pro-128gb-used-107879010.htm
2024-08-12 15:07:22,Iphone 13 Pro Max 1T,3800,Second-hand (Used),Pasir Gudang,https://www.mudah.my/iphone-13-pro-max-1t-107819960.htm
2024-08-12 15:06:50,Iphone 13 Pro Max,3500,Second-hand (Used),Gelang Patah,https://www.mudah.my/iphone-13-pro-max-107821456.htm
2024-08-12 15:06:07,iphone 13pro 256gb,2099,Second-hand (Used),Tapah,https://www.mudah.my/iphone-13pro-256gb-107817142.htm
2024-08-12 15:05:39,iPhone 13 Pro Max 256GB,3000,Second-hand (Used),Pekan Nanas,https://www.mudah.my/iphone-13-pro-max-256gb-107814310.htm
2024-08-12 15:05:29,iPhone 13 pro Max 256 GB Like new✨✨,2500,Second-hand (Used),Setapak,https://www.mudah.my/iphone-13-pro-max-256-gb-like-new-107729887.htm
2024-08-12 15:04:39,iPhone 13 Pro 256gb,2650,Second-hand (Used),Petaling Jaya,https://www.mudah.my/iphone-13-pro-256gb-107810674.htm
2024-08-12 15:03:27,iPhone 13 pro Max 256 GB ✨,2500,Second-hand (Used),Setapak,https://www.mudah.my/iphone-13-pro-max-256-gb-107729759.htm
2024-08-12 13:42:40,iPhone 13 Pro 512GB,2599,Second-hand (Used),Bangi,https://www.mudah.my/iphone-13-pro-512gb-107865428.htm
2024-08-11 15:08:25,IPhone 13 Pro Max 256 GB,2850,Second-hand (Used),Bayan Lepas,https://www.mudah.my/iphone-13-pro-max-256-gb-107807253.htm
2024-08-11 15:07:58,iphone 13 pro 128gb,2299,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-128gb-107802768.htm
2024-08-11 15:07:07,Iphone 13 Pro Max,3300,Second-hand (Used),Johor Bahru,https://www.mudah.my/iphone-13-pro-max-107802014.htm
2024-08-11 15:06:53,iphone 13 pro max 256gb,2990,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-max-256gb-107796892.htm
2024-08-11 15:05:16,iphone 13 pro max 256 gb gold display unknown part,2600,Second-hand (Used),Sungai Petani,https://www.mudah.my/iphone-13-pro-max-256-gb-gold-display-unknown-part-107619307.htm
2024-08-10 17:50:03,iphone 13 pro max 256gb zpset,2630,Second-hand (Used),Seremban,https://www.mudah.my/iphone-13-pro-max-256gb-zpset-107846352.htm
2024-08-10 15:06:42,Iphone 13 Pro Max,2500,Second-hand (Used),Simpang Renggam,https://www.mudah.my/iphone-13-pro-max-107779425.htm
2024-08-10 15:06:28,Iphone 13 Pro Max 256gb MySet,2899,Second-hand (Used),Kuala Terengganu,https://www.mudah.my/iphone-13-pro-max-256gb-myset-107782942.htm
2024-08-10 15:06:00,iphone 13 pro,2200,Second-hand (Used),Gombak,https://www.mudah.my/iphone-13-pro-107784502.htm
2024-08-10 15:05:26,iphone 13 pro max,2750,Second-hand (Used),Shah Alam,https://www.mudah.my/iphone-13-pro-max-107785057.htm
2024-08-10 07:25:27,iphone 13 pro max 256gb zpset,2850,Second-hand (Used),Seremban,https://www.mudah.my/iphone-13-pro-max-256gb-zpset-107339983.htm
2024-08-09 15:10:33,iPhone 13 Pro Max,2550,Second-hand (Used),Layang Layang,https://www.mudah.my/iphone-13-pro-max-107777369.htm
2024-08-09 15:09:09,Iphone 13 pro 256gb Sierra Blue Fullset,2450,Second-hand (Used),Shah Alam,https://www.mudah.my/iphone-13-pro-256gb-sierra-blue-fullset-107775088.htm
2024-08-09 15:08:47,Iphone 13 pro,3500,Second-hand (Used),Tangkak,https://www.mudah.my/iphone-13-pro-107769316.htm
2024-08-09 15:08:29,iPhone 13 Pro 256 Graphite,2700,Second-hand (Used),Gombak,https://www.mudah.my/iphone-13-pro-256-graphite-107771736.htm
2024-08-09 15:08:08,Iphone 13 pro ,2200,Second-hand (Used),Petaling Jaya,https://www.mudah.my/iphone-13-pro-107767010.htm
2024-08-09 15:07:05,Iphone 13 pro max 256 zp set,2950,Second-hand (Used),Kemaman,https://www.mudah.my/iphone-13-pro-max-256-zp-set-107768907.htm
2024-08-09 15:06:15,iPhone 13pro max,2700,Second-hand (Used),Pasir Gudang,https://www.mudah.my/iphone-13pro-max-107764963.htm
2024-08-09 15:05:46,Iphone Xs Max Convert 13Pro Max,1350,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-xs-max-convert-13pro-max-107766153.htm
2024-08-09 15:02:59,[2ND] iPhone 13 Pro Max 256GB (IP68/OLED/BH100%),3100,Second-hand (Used),Perai,https://www.mudah.my/2nd-iphone-13-pro-max-256gb-ip68-oled-bh100-107831257.htm
2024-08-09 12:53:18,Apple iPhone 13 Pro Max 128GB - Original Used,2699,Second-hand (Used),KL City,https://www.mudah.my/apple-iphone-13-pro-max-128gb-original-used-105876388.htm
2024-08-09 12:14:23,iphone 13pro,2300,Second-hand (Used),Gurun,https://www.mudah.my/iphone-13pro-107827951.htm
2024-08-09 09:49:00,Iphone 13 pro 1tb graphite (new),3999,New,Shah Alam,https://www.mudah.my/iphone-13-pro-1tb-graphite-new-107825105.htm
2024-08-09 08:44:08,iphone 13pro for sale,2500,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13pro-for-sale-107824485.htm
2024-08-09 08:39:31,IPHONE 13 PRO MAX 256gb,3100,Second-hand (Used),Sentul,https://www.mudah.my/iphone-13-pro-max-256gb-107824404.htm
2024-08-09 08:37:31,iphone 13 pro for sale,2500,Second-hand (Used),Kota Bharu,https://www.mudah.my/iphone-13-pro-for-sale-107824373.htm
2024-08-08 22:26:41,iPhone 13 Pro Max,2500,Second-hand (Used),Seberang Jaya,https://www.mudah.my/iphone-13-pro-max-107822912.htm
2024-08-08 15:05:54,iPhone 13 Pro 128GB,2200,Second-hand (Used),Kota Kinabalu,https://www.mudah.my/iphone-13-pro-128gb-107759519.htm
2024-08-08 15:03:28,"iphone 13 Pro (grey, 128GB) ingin dilepaskan",2350,Second-hand (Used),Kajang,https://www.mudah.my/iphone-13-pro-grey-128gb-ingin-dilepaskan-107758101.htm
2024-08-07 15:06:57,iphone 13 pro max,2900,Second-hand (Used),Kuching,https://www.mudah.my/iphone-13-pro-max-107754954.htm
2024-08-07 15:02:36,Iphone 13 pro max,2600,New,Krubong,https://www.mudah.my/iphone-13-pro-max-107746673.htm
2024-08-06 15:10:48,Iphone 13 pro 256GB,2600,Second-hand (Used),City Centre,https://www.mudah.my/iphone-13-pro-256gb-107730298.htm
2024-08-06 15:07:59,"iPhone 13 Pro Max, 128GB, Sierra Blue",2650,Second-hand (Used),Setia Alam,https://www.mudah.my/iphone-13-pro-max-128gb-sierra-blue-107733463.htm
2024-08-06 15:05:26,Iphone 13 pro 256GB Gold,2600,Second-hand (Used),KL Sentral,https://www.mudah.my/iphone-13-pro-256gb-gold-107729025.htm
2024-08-05 14:19:48,I Phone 13 pro max (blue),3100,Second-hand (Used),Kajang,https://www.mudah.my/i-phone-13-pro-max-blue-107771312.htm
2024-08-05 13:10:02,iphone 13 pro max 256gb,2899,Second-hand (Used),Melaka Tengah,https://www.mudah.my/iphone-13-pro-max-256gb-107769954.htm
